lemma	word form	sentence	doc index	sent index	token index	tokenized sentence	is_randomized
earn	earn	Sure takes a long time to earn 48 credits.	1404	7	6	('Sure', 'takes', 'a', 'long', 'time', 'to', 'earn', '48', 'credits', '.')	False
eat	eat	I thought the only way to lose weight was to not eat, and sadly there were one or two occassions when i completely stopped eating for the day.	22905	38	11	('I', 'thought', 'the', 'only', 'way', 'to', 'lose', 'weight', 'was', 'to', 'not', 'eat', ',', 'and', 'sadly', 'there', 'were', 'one', 'or', 'two', 'occassions', 'when', 'i', 'completely', 'stopped', 'eating', 'for', 'the', 'day', '.')	False
earn	earn	In fact, a bankruptcy forms processor can set up a bankruptcy business in their home with very little money and earn a full-time income very quickly.	14403	3	21	('In', 'fact', ',', 'a', 'bankruptcy', 'forms', 'processor', 'can', 'set', 'up', 'a', 'bankruptcy', 'business', 'in', 'their', 'home', 'with', 'very', 'little', 'money', 'and', 'earn', 'a', 'full', '-', 'time', 'income', 'very', 'quickly', '.')	False
eat	eat	I suppose i ought to find something to eat and try to find my ritalin.	31971	61	8	('I', 'suppose', 'i', 'ought', 'to', 'find', 'something', 'to', 'eat', 'and', 'try', 'to', 'find', 'my', 'ritalin', '.')	False
eat	eating	If you have you might notice that carbohydrates are what you should be eating the most of throughout the day.	16490	9	13	('If', 'you', 'have', 'you', 'might', 'notice', 'that', 'carbohydrates', 'are', 'what', 'you', 'should', 'be', 'eating', 'the', 'most', 'of', 'throughout', 'the', 'day', '.')	False
eat	eat	Today i had some classes, i wrote an article for the scoop, i went to eat with my brother, hung out with laura and some people, watched jonathan and stephen (different stephen) have an ice cream eating contest (now  that  is what i call entertainment), went shopping for our haunted wing that we are decorating tomorrow, and went to the ga.	20929	34	17	('Today', 'i', 'had', 'some', 'classes', ',', 'i', 'wrote', 'an', 'article', 'for', 'the', 'scoop', ',', 'i', 'went', 'to', 'eat', 'with', 'my', 'brother', ',', 'hung', 'out', 'with', 'laura', 'and', 'some', 'people', ',', 'watched', 'jonathan', 'and', 'stephen', '(', 'different', 'stephen', ')', 'have', 'an', 'ice', 'cream', 'eating', 'contest', '(', 'now', ' ', 'that', ' ', 'is', 'what', 'i', 'call', 'entertainment', ')', ',', 'went', 'shopping', 'for', 'our', 'haunted', 'wing', 'that', 'we', 'are', 'decorating', 'tomorrow', ',', 'and', 'went', 'to', 'the', 'ga', '.')	False
eat	eat	y a sudden urge wanting to eat cj's strawberry pies eh?	26527	43	6	"('y', 'a', 'sudden', 'urge', 'wanting', 'to', 'eat', 'cj', ""'s"", 'strawberry', 'pies', 'eh', '?')"	False
eat	ate	What's the last thing you ate and drank?	6293	5	6	"('What', ""'s"", 'the', 'last', 'thing', 'you', 'ate', 'and', 'drank', '?')"	False
eat	eaten	I've never eaten out at so much fast food restaurants so many times in 7 days, in my whole life.	30914	26	3	"('I', ""'ve"", 'never', 'eaten', 'out', 'at', 'so', 'much', 'fast', 'food', 'restaurants', 'so', 'many', 'times', 'in', '7', 'days', ',', 'in', 'my', 'whole', 'life', '.')"	False
eat	ate	My friend had previously prepared lunch for us all and brought it in some lovely bento boxes (compartmentalized lunch boxes), so we ate that on the middle tier with plenty of cheese, crackers and wine to give the experience a little french flavor.	27334	11	25	('My', 'friend', 'had', 'previously', 'prepared', 'lunch', 'for', 'us', 'all', 'and', 'brought', 'it', 'in', 'some', 'lovely', 'bento', 'boxes', '(', 'compartmentalized', 'lunch', 'boxes', ')', ',', 'so', 'we', 'ate', 'that', 'on', 'the', 'middle', 'tier', 'with', 'plenty', 'of', 'cheese', ',', 'crackers', 'and', 'wine', 'to', 'give', 'the', 'experience', 'a', 'little', 'french', 'flavor', '.')	False
eat	eat	i still think mr. dumas should go eat a cow...	15177	8	8	('i', 'still', 'think', 'mr', '.', 'dumas', 'should', 'go', 'eat', 'a', 'cow', '...')	False
earn	earned	Well, at the time i had lean legs that earned me compliments.	25811	20	10	('Well', ',', 'at', 'the', 'time', 'i', 'had', 'lean', 'legs', 'that', 'earned', 'me', 'compliments', '.')	False
eat	eat	I truely think i would be happier if i never had to eat.	23703	18	12	('I', 'truely', 'think', 'i', 'would', 'be', 'happier', 'if', 'i', 'never', 'had', 'to', 'eat', '.')	False
eat	eat	I'd sip root beer and eat matt's chocolate chip cookies from grandma's famous glass cookie jar, and sing with harry caray during the 7th inning stretch.	11908	7	6	"('I', ""'d"", 'sip', 'root', 'beer', 'and', 'eat', 'matt', ""'s"", 'chocolate', 'chip', 'cookies', 'from', 'grandma', ""'s"", 'famous', 'glass', 'cookie', 'jar', ',', 'and', 'sing', 'with', 'harry', 'caray', 'during', 'the', '7th', 'inning', 'stretch', '.')"	False
eat	ate	Eeww~ i ate alot !	39824	27	2	('Eeww~', 'i', 'ate', 'alot', '!')	False
eat	eaten	It's like they've never had cake before...or eaten befoe or something.	6432	2	11	"('It', ""'s"", 'like', 'they', ""'ve"", 'never', 'had', 'cake', 'before', '...', 'or', 'eaten', 'befoe', 'or', 'something', '.')"	False
eat	eating	She likes it, and she thinks she will get me to start eating that stuff!	33309	10	13	('She', 'likes', 'it', ',', 'and', 'she', 'thinks', 'she', 'will', 'get', 'me', 'to', 'start', 'eating', 'that', 'stuff', '!')	False
eat	ate	And, i helped her and ate tin-tin with costumes that year = 6 years and counting.	15624	2	6	('And', ',', 'i', 'helped', 'her', 'and', 'ate', 'tin', '-', 'tin', 'with', 'costumes', 'that', 'year', '=', '6', 'years', 'and', 'counting', '.')	False
eat	eat	Ok, it's been a week of this posting and it really does help me to think before i eat.	29282	0	20	"('Ok', ',', 'it', ""'s"", 'been', 'a', 'week', 'of', 'this', 'posting', 'and', 'it', 'really', 'does', 'help', 'me', 'to', 'think', 'before', 'i', 'eat', '.')"	False
earn	earned	although he has some of those songs, its because he earned it.	33133	11	11	('although', 'he', 'has', 'some', 'of', 'those', 'songs', ',', 'its', 'because', 'he', 'earned', 'it', '.')	False
earn	earning	At this point in the article, i'm  totally  stoked to find out what frank thinks is causing so many americans to continue to vote against their own best interests, because, let's remember, they're getting screwed economically and they're  not  getting to stick it to those latte-drinking, veggie-eating, tree-hugging, fag-loving, baby-killing, jesus-hating, graduate-degree-earning blue americans.	29123	24	85	"('At', 'this', 'point', 'in', 'the', 'article', ',', 'i', ""'m"", ' ', 'totally', ' ', 'stoked', 'to', 'find', 'out', 'what', 'frank', 'thinks', 'is', 'causing', 'so', 'many', 'americans', 'to', 'continue', 'to', 'vote', 'against', 'their', 'own', 'best', 'interests', ',', 'because', ',', 'let', ""'s"", 'remember', ',', 'they', ""'re"", 'getting', 'screwed', 'economically', 'and', 'they', ""'re"", ' ', 'not', ' ', 'getting', 'to', 'stick', 'it', 'to', 'those', 'latte', '-', 'drinking', ',', 'veggie', '-', 'eating', ',', 'tree', '-', 'hugging', ',', 'fag', '-', 'loving', ',', 'baby', '-', 'killing', ',', 'jesus', '-', 'hating', ',', 'graduate', '-', 'degree', '-', 'earning', 'blue', 'americans', '.')"	False
earn	earn	Its very rare to come across people who earn their sex.	3744	63	8	('Its', 'very', 'rare', 'to', 'come', 'across', 'people', 'who', 'earn', 'their', 'sex', '.')	False
eat	eating	(chicken and veggies)  it's been tough eating right at night because i have started dating a new guy and he loves to go out (like i object) to eat at great places!	37304	13	10	"('(', 'chicken', 'and', 'veggies', ')', ' ', 'it', ""'s"", 'been', 'tough', 'eating', 'right', 'at', 'night', 'because', 'i', 'have', 'started', 'dating', 'a', 'new', 'guy', 'and', 'he', 'loves', 'to', 'go', 'out', '(', 'like', 'i', 'object', ')', 'to', 'eat', 'at', 'great', 'places', '!')"	False
eat	eating	This table of women eating their taquitos let out the hugest yelps and belted the little pidgie in mid-air.	12038	14	4	('This', 'table', 'of', 'women', 'eating', 'their', 'taquitos', 'let', 'out', 'the', 'hugest', 'yelps', 'and', 'belted', 'the', 'little', 'pidgie', 'in', 'mid', '-', 'air', '.')	False
earn	earn	and here i am... played my neopets and wheee did i earn lots of money today..	4751	7	12	('and', 'here', 'i', 'am', '...', 'played', 'my', 'neopets', 'and', 'wheee', 'did', 'i', 'earn', 'lots', 'of', 'money', 'today', '..')	False
earn	earn	Allowing politicians to determine what all other human beings will be allowed to earn is one of the most reckless gambles imaginable.	18852	2	13	('Allowing', 'politicians', 'to', 'determine', 'what', 'all', 'other', 'human', 'beings', 'will', 'be', 'allowed', 'to', 'earn', 'is', 'one', 'of', 'the', 'most', 'reckless', 'gambles', 'imaginable', '.')	False
eat	ate	Perfume lady was only having a vanilla latte, while her husband and child ate eggs, sausage, bacon and toast.	16696	32	14	('Perfume', 'lady', 'was', 'only', 'having', 'a', 'vanilla', 'latte', ',', 'while', 'her', 'husband', 'and', 'child', 'ate', 'eggs', ',', 'sausage', ',', 'bacon', 'and', 'toast', '.')	False
earn	earned	The people who immigrated here legally don't want their hard-earned tax dollars going to illegal immigrants.	5751	12	12	"('The', 'people', 'who', 'immigrated', 'here', 'legally', 'do', ""n't"", 'want', 'their', 'hard', '-', 'earned', 'tax', 'dollars', 'going', 'to', 'illegal', 'immigrants', '.')"	False
earn	earn	But what they succeeded in creating, in my opinion, was nothing more than a mostly boring story about a handful of 'legendary' cavalry, who are sent on one final mission to save some emotionless teenager in order to earn their much-deserved freedom.	17098	11	43	"('But', 'what', 'they', 'succeeded', 'in', 'creating', ',', 'in', 'my', 'opinion', ',', 'was', 'nothing', 'more', 'than', 'a', 'mostly', 'boring', 'story', 'about', 'a', 'handful', 'of', ""'"", 'legendary', ""'"", 'cavalry', ',', 'who', 'are', 'sent', 'on', 'one', 'final', 'mission', 'to', 'save', 'some', 'emotionless', 'teenager', 'in', 'order', 'to', 'earn', 'their', 'much', '-', 'deserved', 'freedom', '.')"	False
earn	earns	However, manley earns big points...today he introduced me to  urllink	25208	13	3	('However', ',', 'manley', 'earns', 'big', 'points', '...', 'today', 'he', 'introduced', 'me', 'to', ' ', 'urllink')	False
eat	ate	so we ate dinner in which the cake sucked...	9475	14	2	('so', 'we', 'ate', 'dinner', 'in', 'which', 'the', 'cake', 'sucked', '...')	False
eat	eat	I know this place once we skip the class n go there to eat the tasty food there.	32515	12	13	('I', 'know', 'this', 'place', 'once', 'we', 'skip', 'the', 'class', 'n', 'go', 'there', 'to', 'eat', 'the', 'tasty', 'food', 'there', '.')	False
earn	earned	and i don't expect any better from you, but you show major blood some goddamned respect because she's earned it.'	27588	35	21	"('and', 'i', 'do', ""n't"", 'expect', 'any', 'better', 'from', 'you', ',', 'but', 'you', 'show', 'major', 'blood', 'some', 'goddamned', 'respect', 'because', 'she', ""'s"", 'earned', 'it', '.', ""'"")"	False
eat	eat	5 things i do when i'm bored: eat, clean house, nap, shop online, and swim.	35954	0	9	"('5', 'things', 'i', 'do', 'when', 'i', ""'m"", 'bored', ':', 'eat', ',', 'clean', 'house', ',', 'nap', ',', 'shop', 'online', ',', 'and', 'swim', '.')"	False
earn	earned	well ... not exactly a top notch competitive school compared to others, won't look at students really hard unless they've earned a 3.0gpa.	23034	11	23	"('well', '...', 'not', 'exactly', 'a', 'top', 'notch', 'competitive', 'school', 'compared', 'to', 'others', ',', 'wo', ""n't"", 'look', 'at', 'students', 'really', 'hard', 'unless', 'they', ""'ve"", 'earned', 'a', '3.0gpa', '.')"	False
earn	earn	My mother sat me down and said 'i will give you a ride to church and money to tithe until you're old enough to earn your own way, under one condition and one condition only.	12909	3	26	"('My', 'mother', 'sat', 'me', 'down', 'and', 'said', ""'"", 'i', 'will', 'give', 'you', 'a', 'ride', 'to', 'church', 'and', 'money', 'to', 'tithe', 'until', 'you', ""'re"", 'old', 'enough', 'to', 'earn', 'your', 'own', 'way', ',', 'under', 'one', 'condition', 'and', 'one', 'condition', 'only', '.')"	False
eat	eating	Yesterday ah..i was sick lor..duno why also..mabbe lack carbo..havent been eating carbo for a few days.	127	1	18	('Yesterday', 'ah', '..', 'i', 'was', 'sick', 'lor', '..', 'duno', 'why', 'also', '..', 'mabbe', 'lack', 'carbo', '..', 'havent', 'been', 'eating', 'carbo', 'for', 'a', 'few', 'days', '.')	False
eat	eaten	Aaron was a genius and decided to have the game outside, so that we got eaten alive by bugs and sweated due to the humidity.	23908	88	16	('Aaron', 'was', 'a', 'genius', 'and', 'decided', 'to', 'have', 'the', 'game', 'outside', ',', 'so', 'that', 'we', 'got', 'eaten', 'alive', 'by', 'bugs', 'and', 'sweated', 'due', 'to', 'the', 'humidity', '.')	False
eat	Eating	Eating disorders.	30193	14	0	('Eating', 'disorders', '.')	False
eat	Ate	Ate chili dogs.	31533	8	0	('Ate', 'chili', 'dogs', '.')	False
eat	eating	I know where i'll be eating out from now on :).	20772	10	6	"('I', 'know', 'where', 'i', ""'ll"", 'be', 'eating', 'out', 'from', 'now', 'on', ':)', '.')"	False
earn	earned	Anyhow my mp3 player finally ran out of battery as i gave myself a blasting on my way home from a well earned bit of frisbee, well earned meaning after all that lazing around i deserved something to do.	30002	2	22	('Anyhow', 'my', 'mp3', 'player', 'finally', 'ran', 'out', 'of', 'battery', 'as', 'i', 'gave', 'myself', 'a', 'blasting', 'on', 'my', 'way', 'home', 'from', 'a', 'well', 'earned', 'bit', 'of', 'frisbee', ',', 'well', 'earned', 'meaning', 'after', 'all', 'that', 'lazing', 'around', 'i', 'deserved', 'something', 'to', 'do', '.')	False
eat	ate	It was about a vampire who ate everyone but two gay guys, but the two guys scared him off after they tried to have sex with him repeatedly.	15839	28	6	('It', 'was', 'about', 'a', 'vampire', 'who', 'ate', 'everyone', 'but', 'two', 'gay', 'guys', ',', 'but', 'the', 'two', 'guys', 'scared', 'him', 'off', 'after', 'they', 'tried', 'to', 'have', 'sex', 'with', 'him', 'repeatedly', '.')	False
earn	earns	Every second friday every one who earns a salary gets paid.	12402	6	6	('Every', 'second', 'friday', 'every', 'one', 'who', 'earns', 'a', 'salary', 'gets', 'paid', '.')	False
earn	earning	Working, earning money, going through girls, enjoying his freedom and own hard-earned money.	22178	41	2	('Working', ',', 'earning', 'money', ',', 'going', 'through', 'girls', ',', 'enjoying', 'his', 'freedom', 'and', 'own', 'hard', '-', 'earned', 'money', '.')	False
eat	eating	I've always maintained that morrisey is a media savvy operator who plays his role and knows how to court controversy, as, i guess,is mr kilroy silk, but there's enough repellent stuff out there to make a good guardian reading, muesli eating parent like myself raise an eyebrow slightly when a friend returns home from the supermarket with several giant england flags 'for the kids'.	25396	3	48	"('I', ""'ve"", 'always', 'maintained', 'that', 'morrisey', 'is', 'a', 'media', 'savvy', 'operator', 'who', 'plays', 'his', 'role', 'and', 'knows', 'how', 'to', 'court', 'controversy', ',', 'as', ',', 'i', 'guess', ',', 'is', 'mr', 'kilroy', 'silk', ',', 'but', 'there', ""'s"", 'enough', 'repellent', 'stuff', 'out', 'there', 'to', 'make', 'a', 'good', 'guardian', 'reading', ',', 'muesli', 'eating', 'parent', 'like', 'myself', 'raise', 'an', 'eyebrow', 'slightly', 'when', 'a', 'friend', 'returns', 'home', 'from', 'the', 'supermarket', 'with', 'several', 'giant', 'england', 'flags', ""'"", 'for', 'the', 'kids', ""'"", '.')"	False
earn	earn	do something exciting and different for me once in awhile, it will earn you props....	6161	22	13	('do', 'something', 'exciting', 'and', 'different', 'for', 'me', 'once', 'in', 'awhile', ',', 'it', 'will', 'earn', 'you', 'props', '....')	False
earn	earned	Father castillion has been found, and the end of the battle of hillsfar was remembered, in which everyone earned an average of 2,000 xp, and a few leveled.	1403	2	20	('Father', 'castillion', 'has', 'been', 'found', ',', 'and', 'the', 'end', 'of', 'the', 'battle', 'of', 'hillsfar', 'was', 'remembered', ',', 'in', 'which', 'everyone', 'earned', 'an', 'average', 'of', '2,000', 'xp', ',', 'and', 'a', 'few', 'leveled', '.')	False
earn	earned	Without going into all the sordid details, let me just say that the judge and state attorney were not impressed with my dead-beat-dad ex-husband (my, he's earned quite a title!)	4118	3	36	"('Without', 'going', 'into', 'all', 'the', 'sordid', 'details', ',', 'let', 'me', 'just', 'say', 'that', 'the', 'judge', 'and', 'state', 'attorney', 'were', 'not', 'impressed', 'with', 'my', 'dead', '-', 'beat', '-', 'dad', 'ex', '-', 'husband', '(', 'my', ',', 'he', ""'s"", 'earned', 'quite', 'a', 'title', '!', ')')"	False
eat	eat	but i jus eat abit...cos stomach yesterday dun seem to allow	31445	5	3	('but', 'i', 'jus', 'eat', 'abit', '...', 'cos', 'stomach', 'yesterday', 'dun', 'seem', 'to', 'allow')	False
eat	eating	i haf been eating noodle for like 8 days?!	36146	28	3	('i', 'haf', 'been', 'eating', 'noodle', 'for', 'like', '8', 'days', '?', '!')	False
earn	earning	Is life worth spent earning cash so that you can get that extra luxury?	24723	3	4	('Is', 'life', 'worth', 'spent', 'earning', 'cash', 'so', 'that', 'you', 'can', 'get', 'that', 'extra', 'luxury', '?')	False
eat	eat	Ok, i'm gonna go and eat something now *hungry*	23327	6	8	"('Ok', ',', 'i', ""'m"", 'gon', 'na', 'go', 'and', 'eat', 'something', 'now', '*', 'hungry', '*')"	False
earn	earned	I did some manual labour, earned some cash, saw steve and aunt robin, who i haven't seen since christmas (even though they live in fisher's landing).	16811	12	6	"('I', 'did', 'some', 'manual', 'labour', ',', 'earned', 'some', 'cash', ',', 'saw', 'steve', 'and', 'aunt', 'robin', ',', 'who', 'i', 'have', ""n't"", 'seen', 'since', 'christmas', '(', 'even', 'though', 'they', 'live', 'in', 'fisher', ""'s"", 'landing', ')', '.')"	False
earn	earns	One might argue that because a player earns these items or currencies, the player has a vested property right in them.	26208	25	7	('One', 'might', 'argue', 'that', 'because', 'a', 'player', 'earns', 'these', 'items', 'or', 'currencies', ',', 'the', 'player', 'has', 'a', 'vested', 'property', 'right', 'in', 'them', '.')	False
eat	eating	but it is not to appealing to look at squid pieces and silk worm larvae and know that people enjoy eating them.	20113	18	20	('but', 'it', 'is', 'not', 'to', 'appealing', 'to', 'look', 'at', 'squid', 'pieces', 'and', 'silk', 'worm', 'larvae', 'and', 'know', 'that', 'people', 'enjoy', 'eating', 'them', '.')	False
eat	eat	so really i think, breathe, eat, drink, gahsaw 115 hours every two weeks!	37306	24	7	('so', 'really', 'i', 'think', ',', 'breathe', ',', 'eat', ',', 'drink', ',', 'gahsaw', '115', 'hours', 'every', 'two', 'weeks', '!')	False
eat	eating	She was sitting in my chair watching tv eating something out of a bowl.	39725	16	8	('She', 'was', 'sitting', 'in', 'my', 'chair', 'watching', 'tv', 'eating', 'something', 'out', 'of', 'a', 'bowl', '.')	False
eat	ate	Everyone noticed that i was melancholy and barely ate, and a two berkeley astrophysics professors tried to comfort me.	37572	15	8	('Everyone', 'noticed', 'that', 'i', 'was', 'melancholy', 'and', 'barely', 'ate', ',', 'and', 'a', 'two', 'berkeley', 'astrophysics', 'professors', 'tried', 'to', 'comfort', 'me', '.')	False
earn	earned	oh, and earned ten bucks for babysitting, even though i slept almost the whole time.	9976	21	3	('oh', ',', 'and', 'earned', 'ten', 'bucks', 'for', 'babysitting', ',', 'even', 'though', 'i', 'slept', 'almost', 'the', 'whole', 'time', '.')	False
earn	earned	I went to costco last night and spent way to many of my hard earned peenies on treats for me and a new friend.	20129	12	14	('I', 'went', 'to', 'costco', 'last', 'night', 'and', 'spent', 'way', 'to', 'many', 'of', 'my', 'hard', 'earned', 'peenies', 'on', 'treats', 'for', 'me', 'and', 'a', 'new', 'friend', '.')	False
eat	eating	after chillin in the parking lot and eating pie we burned a little rubber coming out of the parknig lot.	39094	10	7	('after', 'chillin', 'in', 'the', 'parking', 'lot', 'and', 'eating', 'pie', 'we', 'burned', 'a', 'little', 'rubber', 'coming', 'out', 'of', 'the', 'parknig', 'lot', '.')	False
eat	eat	Olive garden, where they serve you salad family style before bringing your meal, which means i will eat redundantly, salad followed by salad.	6104	12	19	('Olive', 'garden', ',', 'where', 'they', 'serve', 'you', 'salad', 'family', 'style', 'before', 'bringing', 'your', 'meal', ',', 'which', 'means', 'i', 'will', 'eat', 'redundantly', ',', 'salad', 'followed', 'by', 'salad', '.')	False
eat	eating	my classmates to 'study' but end up eating in the canteen.	10054	12	9	"('my', 'classmates', 'to', ""'"", 'study', ""'"", 'but', 'end', 'up', 'eating', 'in', 'the', 'canteen', '.')"	False
earn	earn	I managed to earn much more money than usual, about twice as much frm the previous times.	21887	8	3	('I', 'managed', 'to', 'earn', 'much', 'more', 'money', 'than', 'usual', ',', 'about', 'twice', 'as', 'much', 'frm', 'the', 'previous', 'times', '.')	False
eat	eating	The next night, after the yo la tengo show (killer, btw), we were innocently eating a nice meal at clarke's diner, when our waitress came over with 2 glasses of milk.	7263	22	19	"('The', 'next', 'night', ',', 'after', 'the', 'yo', 'la', 'tengo', 'show', '(', 'killer', ',', 'btw', ')', ',', 'we', 'were', 'innocently', 'eating', 'a', 'nice', 'meal', 'at', 'clarke', ""'s"", 'diner', ',', 'when', 'our', 'waitress', 'came', 'over', 'with', '2', 'glasses', 'of', 'milk', '.')"	False
eat	eat	I considered stalking her at byron, but there were things to do, scones to eat.	15699	69	16	('I', 'considered', 'stalking', 'her', 'at', 'byron', ',', 'but', 'there', 'were', 'things', 'to', 'do', ',', 'scones', 'to', 'eat', '.')	False
earn	earn	As tragic as today's event is i still want to pursue my dream of soloing and then earn my pilot certificate.	33633	13	18	"('As', 'tragic', 'as', 'today', ""'s"", 'event', 'is', 'i', 'still', 'want', 'to', 'pursue', 'my', 'dream', 'of', 'soloing', 'and', 'then', 'earn', 'my', 'pilot', 'certificate', '.')"	False
earn	earned	And baseball also has math in the batting averages and earned runs allowed averages, which i enjoy comparing.	25689	6	10	('And', 'baseball', 'also', 'has', 'math', 'in', 'the', 'batting', 'averages', 'and', 'earned', 'runs', 'allowed', 'averages', ',', 'which', 'i', 'enjoy', 'comparing', '.')	False
earn	earned	Prior to this class, around 25% earned as and 30% or so earned bs.	37799	9	8	('Prior', 'to', 'this', 'class', ',', 'around', '25', '%', 'earned', 'as', 'and', '30', '%', 'or', 'so', 'earned', 'bs', '.')	False
eat	eating	I was a little trashed, on the way home ate 3 burgers (thats so gross) and so began a bad spell of late night eating binges.	982	3	28	('I', 'was', 'a', 'little', 'trashed', ',', 'on', 'the', 'way', 'home', 'ate', '3', 'burgers', '(', 'that', 's', 'so', 'gross', ')', 'and', 'so', 'began', 'a', 'bad', 'spell', 'of', 'late', 'night', 'eating', 'binges', '.')	False
eat	ate	Thus i ate the roti john.. anyway daniel told me we could cheat thru them and get away with it..	16853	25	2	('Thus', 'i', 'ate', 'the', 'roti', 'john', '..', 'anyway', 'daniel', 'told', 'me', 'we', 'could', 'cheat', 'thru', 'them', 'and', 'get', 'away', 'with', 'it', '..')	False
eat	ate	ate aleris, monique's senior friend, was really cool.	26960	14	0	"('ate', 'aleris', ',', 'monique', ""'s"", 'senior', 'friend', ',', 'was', 'really', 'cool', '.')"	False
earn	earn	One more reason to earn that manly eagle scout award.	4687	12	4	('One', 'more', 'reason', 'to', 'earn', 'that', 'manly', 'eagle', 'scout', 'award', '.')	False
earn	earn	I can't wait until they have to actually  earn  something that they want instead of having it just handed to them like everything else has been.	28648	5	10	"('I', 'ca', ""n't"", 'wait', 'until', 'they', 'have', 'to', 'actually', ' ', 'earn', ' ', 'something', 'that', 'they', 'want', 'instead', 'of', 'having', 'it', 'just', 'handed', 'to', 'them', 'like', 'everything', 'else', 'has', 'been', '.')"	False
earn	earned	Money can be re-earned and energy regained, heck, even physical scars can be 'fixed' by means of modern day surgery	10473	18	5	"('Money', 'can', 'be', 're', '-', 'earned', 'and', 'energy', 'regained', ',', 'heck', ',', 'even', 'physical', 'scars', 'can', 'be', ""'"", 'fixed', ""'"", 'by', 'means', 'of', 'modern', 'day', 'surgery')"	False
eat	eat	ok gotta run n bath going to uncle hse tonite eat dinner...	33874	6	11	('ok', 'got', 'ta', 'run', 'n', 'bath', 'going', 'to', 'uncle', 'hse', 'tonite', 'eat', 'dinner', '...')	False
earn	earn	'living expenses: 'he works as a bodyguard and stuff like that to earn his keep.	36737	18	15	"(""'"", 'living', 'expenses', ':', ""'"", 'he', 'works', 'as', 'a', 'bodyguard', 'and', 'stuff', 'like', 'that', 'to', 'earn', 'his', 'keep', '.')"	False
earn	earn	We each earn the income we do today because that is the amount we have limited ourselves to earn.	8378	4	2	('We', 'each', 'earn', 'the', 'income', 'we', 'do', 'today', 'because', 'that', 'is', 'the', 'amount', 'we', 'have', 'limited', 'ourselves', 'to', 'earn', '.')	False
eat	eat	ok, then after i was like..i should pack something to eat at school, cuz obviously i am a human being and i need to eat, and i get hungry..well guess what??	3772	16	28	('ok', ',', 'then', 'after', 'i', 'was', 'like', '..', 'i', 'should', 'pack', 'something', 'to', 'eat', 'at', 'school', ',', 'cuz', 'obviously', 'i', 'am', 'a', 'human', 'being', 'and', 'i', 'need', 'to', 'eat', ',', 'and', 'i', 'get', 'hungry', '..', 'well', 'guess', 'what', '?', '?')	False
earn	earned	You can bring up to $2000 of the play money you've earned to one of these tables.	32505	8	13	"('You', 'can', 'bring', 'up', 'to', '$', '2000', 'of', 'the', 'play', 'money', 'you', ""'ve"", 'earned', 'to', 'one', 'of', 'these', 'tables', '.')"	False
earn	earn	Everything extra that i earn this summer needs to go towards college.	35973	7	4	('Everything', 'extra', 'that', 'i', 'earn', 'this', 'summer', 'needs', 'to', 'go', 'towards', 'college', '.')	False
eat	eat	If he wanted money to eat, then i would just cut out the middle man.	38768	11	5	('If', 'he', 'wanted', 'money', 'to', 'eat', ',', 'then', 'i', 'would', 'just', 'cut', 'out', 'the', 'middle', 'man', '.')	False
eat	eat	but my love for seafood is kind of limited too hehe- i should say i love eh- crab, lobster, fish,...i dont touch any clams/oysters/mussels..and no i dont eat octopus or anything yucky looking.	36996	36	39	('but', 'my', 'love', 'for', 'seafood', 'is', 'kind', 'of', 'limited', 'too', 'hehe-', 'i', 'should', 'say', 'i', 'love', 'eh-', 'crab', ',', 'lobster', ',', 'fish,', '...', 'i', 'do', 'nt', 'touch', 'any', 'clams', '/', 'oysters', '/', 'mussels', '..', 'and', 'no', 'i', 'do', 'nt', 'eat', 'octopus', 'or', 'anything', 'yucky', 'looking', '.')	False
eat	eating	'i know i am eating some of this great candy',said danielle. good idea.	705	94	5	"(""'"", 'i', 'know', 'i', 'am', 'eating', 'some', 'of', 'this', 'great', ""candy',said"", 'danielle', '.', 'good', 'idea', '.')"	False
earn	earned	Your hard work and long hours earned you sixth place in colorado at the age of ten.	10825	25	6	('Your', 'hard', 'work', 'and', 'long', 'hours', 'earned', 'you', 'sixth', 'place', 'in', 'colorado', 'at', 'the', 'age', 'of', 'ten', '.')	False
earn	earned	I set a personal record for the percentage of students who earned as and bs.	37799	8	11	('I', 'set', 'a', 'personal', 'record', 'for', 'the', 'percentage', 'of', 'students', 'who', 'earned', 'as', 'and', 'bs', '.')	False
earn	earned	Wal-mart’s ceo earned $1.2 million in salary and $4.2 million in bonus while at the same time they won’t pay their hourly employees a few hours of overtime.	37798	10	5	('Wal', '-', 'mart', '’s', 'ceo', 'earned', '$', '1.2', 'million', 'in', 'salary', 'and', '$', '4.2', 'million', 'in', 'bonus', 'while', 'at', 'the', 'same', 'time', 'they', 'wo', 'n’t', 'pay', 'their', 'hourly', 'employees', 'a', 'few', 'hours', 'of', 'overtime', '.')	False
earn	earn	I did earn some cash, but it wasn't alot, so it was kindda disappointing.	21880	12	2	"('I', 'did', 'earn', 'some', 'cash', ',', 'but', 'it', 'was', ""n't"", 'alot', ',', 'so', 'it', 'was', 'kindda', 'disappointing', '.')"	False
