lemma	word form	sentence	doc index	sent index	token index	tokenized sentence	randomized indices	randomized tokenized sentence	randomized token index	is_randomized
eat	eat	On friday afternoon, on the way home from sacramento, i manage to avoid the car that wanted to eat troll's bumper, the fire watchers, remember?	23857	2	20	"('On', 'friday', 'afternoon', ',', 'on', 'the', 'way', 'home', 'from', 'sacramento', ',', 'i', 'manage', 'to', 'avoid', 'the', 'car', 'that', 'wanted', 'to', 'eat', 'troll', ""'s"", 'bumper', ',', 'the', 'fire', 'watchers', ',', 'remember', '?')"				False
eat	eated	We checked for furniture, eated at the restaurant and bought a bit of stuff.	28332	1	5	('We', 'checked', 'for', 'furniture', ',', 'eated', 'at', 'the', 'restaurant', 'and', 'bought', 'a', 'bit', 'of', 'stuff', '.')				False
eat	eating	i guess these religious leaders should try eating their own dog foods.	37518	62	7	('i', 'guess', 'these', 'religious', 'leaders', 'should', 'try', 'eating', 'their', 'own', 'dog', 'foods', '.')				False
eat	eaten	No  -- eaten sushi:	22971	23	3	('No', ' ', '--', 'eaten', 'sushi', ':')				False
eat	eat	maybe if i don't eat and die of hunger, it won't be suicide.	26928	63	5	"('maybe', 'if', 'i', 'do', ""n't"", 'eat', 'and', 'die', 'of', 'hunger', ',', 'it', 'wo', ""n't"", 'be', 'suicide', '.')"				False
eat	eaten	eaten sushi: never ever ever.  been on stage: no.  been dumped: no.	32732	26	0	('eaten', 'sushi', ':', 'never', 'ever', 'ever', '.', ' ', 'been', 'on', 'stage', ':', 'no', '.', ' ', 'been', 'dumped', ':', 'no', '.')				False
eat	ate	We went through the drive-thru and ate the burgers in the car.	16881	27	8	('We', 'went', 'through', 'the', 'drive', '-', 'thru', 'and', 'ate', 'the', 'burgers', 'in', 'the', 'car', '.')				False
eat	ate	It was a lovely day, yet again which is very surprising for july, so we ate lunch down by the inner harbor.	37954	3	17	('It', 'was', 'a', 'lovely', 'day', ',', 'yet', 'again', 'which', 'is', 'very', 'surprising', 'for', 'july', ',', 'so', 'we', 'ate', 'lunch', 'down', 'by', 'the', 'inner', 'harbor', '.')				False
eat	eat	I've gotten to the point (since i don't eat beef or pork or chicken regularly) where when i do eat it, i actually feel sick.	13277	30	11	"('I', ""'ve"", 'gotten', 'to', 'the', 'point', '(', 'since', 'i', 'do', ""n't"", 'eat', 'beef', 'or', 'pork', 'or', 'chicken', 'regularly', ')', 'where', 'when', 'i', 'do', 'eat', 'it', ',', 'i', 'actually', 'feel', 'sick', '.')"				False
eat	eat	i hadnt eaten anything alll day so me and will went to get food at taco sushi on telegraph cuz i couldnt wait till like past 730 for andy to get home to eat!	37114	19	35	('i', 'had', 'nt', 'eaten', 'anything', 'alll', 'day', 'so', 'me', 'and', 'will', 'went', 'to', 'get', 'food', 'at', 'taco', 'sushi', 'on', 'telegraph', 'cuz', 'i', 'could', 'nt', 'wait', 'till', 'like', 'past', '730', 'for', 'andy', 'to', 'get', 'home', 'to', 'eat', '!')				False
eat	eat	I need lunch, too...but, i sure won't eat much if i have to listen to that.	9102	13	12	"('I', 'need', 'lunch', ',', 'too', '...', 'but', ',', 'i', 'sure', 'wo', ""n't"", 'eat', 'much', 'if', 'i', 'have', 'to', 'listen', 'to', 'that', '.')"				False
eat	ate	okay, no like, thats what i ate) some...something.	33013	17	9	('okay', ',', 'no', 'like', ',', 'that', 's', 'what', 'i', 'ate', ')', 'some', '...', 'something', '.')				False
eat	eat	So we'll go there, see van gogh, eat a mother's dat brunch and then we'll be heading to c'ville.	23630	8	10	"('So', 'we', ""'ll"", 'go', 'there', ',', 'see', 'van', 'gogh', ',', 'eat', 'a', 'mother', ""'s"", 'dat', 'brunch', 'and', 'then', 'we', ""'ll"", 'be', 'heading', 'to', ""c'ville"", '.')"				False
eat	eating	If one is so anxious about eating carbohydrates, let him/her choose unrefined sugars at least.	10261	16	6	('If', 'one', 'is', 'so', 'anxious', 'about', 'eating', 'carbohydrates', ',', 'let', 'him', '/', 'her', 'choose', 'unrefined', 'sugars', 'at', 'least', '.')				False
eat	ate	Yesterday wasn't so bad because josh took a vacation day (it was his birthday!), so we ate breakfast together and watched a movie on tv.	18437	2	21	"('Yesterday', 'was', ""n't"", 'so', 'bad', 'because', 'josh', 'took', 'a', 'vacation', 'day', '(', 'it', 'was', 'his', 'birthday', '!', ')', ',', 'so', 'we', 'ate', 'breakfast', 'together', 'and', 'watched', 'a', 'movie', 'on', 'tv', '.')"				False
eat	eating	I also used to be really horrified at the thought of eating  balut .	4082	31	11	('I', 'also', 'used', 'to', 'be', 'really', 'horrified', 'at', 'the', 'thought', 'of', 'eating', ' ', 'balut', '.')				False
eat	eating	I have got to start eating better!	33444	9	5	('I', 'have', 'got', 'to', 'start', 'eating', 'better', '!')				False
eat	eating	came home    started eating    stopped eating cuz i felt sic    feelin' sic    dying	3766	1	4	"('came', 'home', '   ', 'started', 'eating', '   ', 'stopped', 'eating', 'cuz', 'i', 'felt', 'sic', '   ', 'feelin', ""'"", 'sic', '   ', 'dying')"				False
eat	eating	she got food poisining from eating sum random deep-fried carrot ball.	37651	5	5	('she', 'got', 'food', 'poisining', 'from', 'eating', 'sum', 'random', 'deep', '-', 'fried', 'carrot', 'ball', '.')				False
eat	eat	It means that you worry about ur weight, then u don't eat for a l-ooooo-n-g time.	25234	5	13	"('It', 'means', 'that', 'you', 'worry', 'about', 'ur', 'weight', ',', 'then', 'u', 'do', ""n't"", 'eat', 'for', 'a', 'l', '-', 'ooooo', '-', 'n', '-', 'g', 'time', '.')"				False
eat	eat	Although, i must admit, that nothing can beat a cheeseburger and coffee for lunch, i would eat it everyday if i could, but that would be disgusting.	16651	5	19	('Although', ',', 'i', 'must', 'admit', ',', 'that', 'nothing', 'can', 'beat', 'a', 'cheeseburger', 'and', 'coffee', 'for', 'lunch', ',', 'i', 'would', 'eat', 'it', 'everyday', 'if', 'i', 'could', ',', 'but', 'that', 'would', 'be', 'disgusting', '.')				False
eat	eat	I went shopping with a friend in the summer and we were looking for a quick bite to eat and after hours of convincing (and the consideration that all i had left after shopping was $3) she ushered me into  urllink mcdonald's  to purchase a cheeseburger which happened to be on their dollar menu that day.	13277	31	18	"('I', 'went', 'shopping', 'with', 'a', 'friend', 'in', 'the', 'summer', 'and', 'we', 'were', 'looking', 'for', 'a', 'quick', 'bite', 'to', 'eat', 'and', 'after', 'hours', 'of', 'convincing', '(', 'and', 'the', 'consideration', 'that', 'all', 'i', 'had', 'left', 'after', 'shopping', 'was', '$', '3', ')', 'she', 'ushered', 'me', 'into', ' ', 'urllink', 'mcdonald', ""'s"", ' ', 'to', 'purchase', 'a', 'cheeseburger', 'which', 'happened', 'to', 'be', 'on', 'their', 'dollar', 'menu', 'that', 'day', '.')"				False
eat	eat	De la soul ,  urllink ll cool j  (so forget oreos, eat cool j cookies, he’s baaaad!), and  urllink mc lyte  (doin her thing with an '89 swing).	16709	7	15	"('De', 'la', 'soul', ',', ' ', 'urllink', 'll', 'cool', 'j', ' ', '(', 'so', 'forget', 'oreos', ',', 'eat', 'cool', 'j', 'cookies', ',', 'he', '’s', 'baaaad', '!', ')', ',', 'and', ' ', 'urllink', 'mc', 'lyte', ' ', '(', 'doin', 'her', 'thing', 'with', 'an', ""'"", '89', 'swing', ')', '.')"				False
eat	ate	I drove down to springfield, picked up a replacement drum hoop from guitar center, tried out guitar pedals, came back, waited at home, called a couple people that never call me back with the hope that they'd either pick up or get the message (none picked up, and i guess none will call back, again), set up the guitar stand i bought, went back to church and put the pa system away, ate out with the pastors from the presbytery, picked up a friend that needed a ride somewhere, went online until 4 am.	24998	7	85	"('I', 'drove', 'down', 'to', 'springfield', ',', 'picked', 'up', 'a', 'replacement', 'drum', 'hoop', 'from', 'guitar', 'center', ',', 'tried', 'out', 'guitar', 'pedals', ',', 'came', 'back', ',', 'waited', 'at', 'home', ',', 'called', 'a', 'couple', 'people', 'that', 'never', 'call', 'me', 'back', 'with', 'the', 'hope', 'that', 'they', ""'d"", 'either', 'pick', 'up', 'or', 'get', 'the', 'message', '(', 'none', 'picked', 'up', ',', 'and', 'i', 'guess', 'none', 'will', 'call', 'back', ',', 'again', ')', ',', 'set', 'up', 'the', 'guitar', 'stand', 'i', 'bought', ',', 'went', 'back', 'to', 'church', 'and', 'put', 'the', 'pa', 'system', 'away', ',', 'ate', 'out', 'with', 'the', 'pastors', 'from', 'the', 'presbytery', ',', 'picked', 'up', 'a', 'friend', 'that', 'needed', 'a', 'ride', 'somewhere', ',', 'went', 'online', 'until', '4', 'am', '.')"				False
eat	eat	The japanese eat very little fat and suffer fewer heart attacks than the british or americans.	30926	3	2	('The', 'japanese', 'eat', 'very', 'little', 'fat', 'and', 'suffer', 'fewer', 'heart', 'attacks', 'than', 'the', 'british', 'or', 'americans', '.')				False
eat	eating	but after he was done eating, that's when it started!	13045	15	5	"('but', 'after', 'he', 'was', 'done', 'eating', ',', 'that', ""'s"", 'when', 'it', 'started', '!')"				False
eat	eating	Then sat down for lunch at 2pm, boring lunch...hardly felt like eating, so skipped most of the stuff.	8381	23	15	('Then', 'sat', 'down', 'for', 'lunch', 'at', '2', 'pm', ',', 'boring', 'lunch', '...', 'hardly', 'felt', 'like', 'eating', ',', 'so', 'skipped', 'most', 'of', 'the', 'stuff', '.')				False
eat	eating	And of course, as much time as possible was spent my 5 year old nephew, who becoming more of a clone of my girlfriend every day, just as my small cousin has become a star wars loving benihana eating clone of me.	8744	48	41	('And', 'of', 'course', ',', 'as', 'much', 'time', 'as', 'possible', 'was', 'spent', 'my', '5', 'year', 'old', 'nephew', ',', 'who', 'becoming', 'more', 'of', 'a', 'clone', 'of', 'my', 'girlfriend', 'every', 'day', ',', 'just', 'as', 'my', 'small', 'cousin', 'has', 'become', 'a', 'star', 'wars', 'loving', 'benihana', 'eating', 'clone', 'of', 'me', '.')				False
eat	eat	(chicken and veggies)  it's been tough eating right at night because i have started dating a new guy and he loves to go out (like i object) to eat at great places!	37304	13	34	"('(', 'chicken', 'and', 'veggies', ')', ' ', 'it', ""'s"", 'been', 'tough', 'eating', 'right', 'at', 'night', 'because', 'i', 'have', 'started', 'dating', 'a', 'new', 'guy', 'and', 'he', 'loves', 'to', 'go', 'out', '(', 'like', 'i', 'object', ')', 'to', 'eat', 'at', 'great', 'places', '!')"				False
eat	ate	I come home to my grandma's house and ate some sushi (which at this point i'm thinking hey, things are gonna look up).	29174	21	9	"('I', 'come', 'home', 'to', 'my', 'grandma', ""'s"", 'house', 'and', 'ate', 'some', 'sushi', '(', 'which', 'at', 'this', 'point', 'i', ""'m"", 'thinking', 'hey', ',', 'things', 'are', 'gon', 'na', 'look', 'up', ')', '.')"				False
eat	ate	We ate much food (a tub of ice cream for each of us, pizza, doritoes and all dressed chips, our strawberry white zimfindal wine, well just miranda and i, chad was having vodka and oj)   i ate over 2000 calories in one sitting lol.	38847	20	44	('We', 'ate', 'much', 'food', '(', 'a', 'tub', 'of', 'ice', 'cream', 'for', 'each', 'of', 'us', ',', 'pizza', ',', 'doritoes', 'and', 'all', 'dressed', 'chips', ',', 'our', 'strawberry', 'white', 'zimfindal', 'wine', ',', 'well', 'just', 'miranda', 'and', 'i', ',', 'chad', 'was', 'having', 'vodka', 'and', 'oj', ')', '  ', 'i', 'ate', 'over', '2000', 'calories', 'in', 'one', 'sitting', 'lol', '.')				False
eat	eat	'by the sweat of your face you shall eat bread, till you return to the ground, for out of it you were taken; for you are dust, and to dust you shall return.'	24767	0	9	"(""'"", 'by', 'the', 'sweat', 'of', 'your', 'face', 'you', 'shall', 'eat', 'bread', ',', 'till', 'you', 'return', 'to', 'the', 'ground', ',', 'for', 'out', 'of', 'it', 'you', 'were', 'taken', ';', 'for', 'you', 'are', 'dust', ',', 'and', 'to', 'dust', 'you', 'shall', 'return', '.', ""'"")"				False
eat	eat	i still think mr. dumas should go eat a cow...	15177	8	8	('i', 'still', 'think', 'mr', '.', 'dumas', 'should', 'go', 'eat', 'a', 'cow', '...')				False
eat	eating	Oh!  going to chinatown and eating egg tarts with the lovely  urllink meredi .	34329	68	7	('Oh', '!', ' ', 'going', 'to', 'chinatown', 'and', 'eating', 'egg', 'tarts', 'with', 'the', 'lovely', ' ', 'urllink', 'meredi', '.')				False
eat	eat	so i am gonna go and eat and let my brother on i will update possibly more then onces a day now that i am starting to drive...	33246	6	7	('so', 'i', 'am', 'gon', 'na', 'go', 'and', 'eat', 'and', 'let', 'my', 'brother', 'on', 'i', 'will', 'update', 'possibly', 'more', 'then', 'onces', 'a', 'day', 'now', 'that', 'i', 'am', 'starting', 'to', 'drive', '...')				False
eat	eating	Well it's not the end of the world at all, and in fact by eating smaller lighter meals my stomach is less bloated.	30315	0	16	"('Well', 'it', ""'s"", 'not', 'the', 'end', 'of', 'the', 'world', 'at', 'all', ',', 'and', 'in', 'fact', 'by', 'eating', 'smaller', 'lighter', 'meals', 'my', 'stomach', 'is', 'less', 'bloated', '.')"				False
eat	eats	He sleeps standing, he eats standing, he even shits standing'.	30648	14	5	"('He', 'sleeps', 'standing', ',', 'he', 'eats', 'standing', ',', 'he', 'even', 'shits', 'standing', ""'"", '.')"				False
eat	eating	bad part is...when i was eating my lunch *lunch break*, han yiau found 4 ppl from 5 gamma..drinking in the library, and their bottles were on the table somemore!	21250	30	7	('bad', 'part', 'is', '...', 'when', 'i', 'was', 'eating', 'my', 'lunch', '*', 'lunch', 'break', '*', ',', 'han', 'yiau', 'found', '4', 'ppl', 'from', '5', 'gamma', '..', 'drinking', 'in', 'the', 'library', ',', 'and', 'their', 'bottles', 'were', 'on', 'the', 'table', 'somemore', '!')				False
eat	eating	yeah right...eating my way to comfort myself...	38511	9	3	('yeah', 'right', '...', 'eating', 'my', 'way', 'to', 'comfort', 'myself', '...')				False
eat	eating	i mean, they get mad when they find out this psycho guy kills cats, but theyre all too happy eating their fucking hamburguer.	32616	1	22	('i', 'mean', ',', 'they', 'get', 'mad', 'when', 'they', 'find', 'out', 'this', 'psycho', 'guy', 'kills', 'cats', ',', 'but', 'they', 're', 'all', 'too', 'happy', 'eating', 'their', 'fucking', 'hamburguer', '.')				False
eat	eat	Everytime i eat anything now i think of shelly and her telling me how many carbs are probably in it.	33433	0	2	('Everytime', 'i', 'eat', 'anything', 'now', 'i', 'think', 'of', 'shelly', 'and', 'her', 'telling', 'me', 'how', 'many', 'carbs', 'are', 'probably', 'in', 'it', '.')				False
eat	eating	After eating, i was tired of sitting in front of the tv, so i decided to head down to the beehive with  gravity's rainbow  in hand.	36171	30	1	"('After', 'eating', ',', 'i', 'was', 'tired', 'of', 'sitting', 'in', 'front', 'of', 'the', 'tv', ',', 'so', 'i', 'decided', 'to', 'head', 'down', 'to', 'the', 'beehive', 'with', ' ', 'gravity', ""'s"", 'rainbow', ' ', 'in', 'hand', '.')"				False
eat	eat	he is getting better now...so we eat dinner and then rm has to say goodbye because of the final negotiations for the car.	39377	8	8	('he', 'is', 'getting', 'better', 'now', '...', 'so', 'we', 'eat', 'dinner', 'and', 'then', 'rm', 'has', 'to', 'say', 'goodbye', 'because', 'of', 'the', 'final', 'negotiations', 'for', 'the', 'car', '.')				False
eat	ate	We got some buns frm there and ate along the way to the bus stop.	21856	57	7	('We', 'got', 'some', 'buns', 'frm', 'there', 'and', 'ate', 'along', 'the', 'way', 'to', 'the', 'bus', 'stop', '.')				False
eat	eat	But back to my point i made last post, isn't he scary looking, i mean there's just something wrong with him, that's why you never see him holding babies, the mothers are afraid he'd eat them or something.	17869	46	42	"('But', 'back', 'to', 'my', 'point', 'i', 'made', 'last', 'post', ',', 'is', ""n't"", 'he', 'scary', 'looking', ',', 'i', 'mean', 'there', ""'s"", 'just', 'something', 'wrong', 'with', 'him', ',', 'that', ""'s"", 'why', 'you', 'never', 'see', 'him', 'holding', 'babies', ',', 'the', 'mothers', 'are', 'afraid', 'he', ""'d"", 'eat', 'them', 'or', 'something', '.')"				False
eat	eat	thats why vomitted when ate it..die la..fri and sat vomit..den yest and today diarrhoea..really can die one lor..i dun wanna be admitted to hospital..and i dun like to see doc..so i slowly lor..eat little by little..  after lesson, i went to buy chips ahoy..must eat mah..den when i reached tampines, i bought chicken flavor twisties..	124	9	66	('that', 's', 'why', 'vomitted', 'when', 'ate', 'it', '..', 'die', 'la', '..', 'fri', 'and', 'sat', 'vomit', '..', 'den', 'yest', 'and', 'today', 'diarrhoea', '..', 'really', 'can', 'die', 'one', 'lor', '..', 'i', 'dun', 'wanna', 'be', 'admitted', 'to', 'hospital', '..', 'and', 'i', 'dun', 'like', 'to', 'see', 'doc', '..', 'so', 'i', 'slowly', 'lor', '..', 'eat', 'little', 'by', 'little', '..', ' ', 'after', 'lesson', ',', 'i', 'went', 'to', 'buy', 'chips', 'ahoy', '..', 'must', 'eat', 'mah', '..', 'den', 'when', 'i', 'reached', 'tampines', ',', 'i', 'bought', 'chicken', 'flavor', 'twisties', '..')				False
eat	eating	Am sitting at my desk eating yummy cherries and killing some time.	19696	0	5	('Am', 'sitting', 'at', 'my', 'desk', 'eating', 'yummy', 'cherries', 'and', 'killing', 'some', 'time', '.')				False
eat	ate	ate alort todae.	19077	27	0	('ate', 'alort', 'todae', '.')				False
eat	eaten	Well, this week i have eaten ok and not exercise at all.	29252	61	6	('Well', ',', 'this', 'week', 'i', 'have', 'eaten', 'ok', 'and', 'not', 'exercise', 'at', 'all', '.')				False
eat	eat	My cell phone message gives the impression that i am about to eat the caller and i feel brain-dead from the psat workshop where my mind broke on the last test section and elise is the messenger who bespoke of haemon's final look toward antigone and rumors fly like bats and autumn is tumbling inward and why in hell am i writing this?	10183	0	12	"('My', 'cell', 'phone', 'message', 'gives', 'the', 'impression', 'that', 'i', 'am', 'about', 'to', 'eat', 'the', 'caller', 'and', 'i', 'feel', 'brain', '-', 'dead', 'from', 'the', 'psat', 'workshop', 'where', 'my', 'mind', 'broke', 'on', 'the', 'last', 'test', 'section', 'and', 'elise', 'is', 'the', 'messenger', 'who', 'bespoke', 'of', 'haemon', ""'s"", 'final', 'look', 'toward', 'antigone', 'and', 'rumors', 'fly', 'like', 'bats', 'and', 'autumn', 'is', 'tumbling', 'inward', 'and', 'why', 'in', 'hell', 'am', 'i', 'writing', 'this', '?')"				False
eat	ate	Red pill, blue pill   iya's sister-in-law, ate jenny works for the company who processes permits for movie studios to film in certain locations.	15537	0	14	"('Red', 'pill', ',', 'blue', 'pill', '  ', 'iya', ""'s"", 'sister', '-', 'in', '-', 'law', ',', 'ate', 'jenny', 'works', 'for', 'the', 'company', 'who', 'processes', 'permits', 'for', 'movie', 'studios', 'to', 'film', 'in', 'certain', 'locations', '.')"				False
eat	eat	Therefore do not be anxious, saying, `what shall we eat?'	31142	8	12	"('Therefore', 'do', 'not', 'be', 'anxious', ',', 'saying', ',', '`', 'what', 'shall', 'we', 'eat', '?', ""'"")"				False
eat	eat	There's tonnes to do: eat, shop, and the nite life is absolutely spectacular!!	38936	1	6	"('There', ""'s"", 'tonnes', 'to', 'do', ':', 'eat', ',', 'shop', ',', 'and', 'the', 'nite', 'life', 'is', 'absolutely', 'spectacular', '!', '!')"				False
eat	eat	Went out to eat at ihop afterwards with some funny, funny people.	20921	4	3	('Went', 'out', 'to', 'eat', 'at', 'ihop', 'afterwards', 'with', 'some', 'funny', ',', 'funny', 'people', '.')				False
eat	eat	i sing my music too loud, i drive my car too fast, and i eat too many gummi bears.	34182	1	16	('i', 'sing', 'my', 'music', 'too', 'loud', ',', 'i', 'drive', 'my', 'car', 'too', 'fast', ',', 'and', 'i', 'eat', 'too', 'many', 'gummi', 'bears', '.')				False
eat	eat	The devil began by saying, 'did god really say, 'you must not eat from any tree in the garden?'	8126	12	16	"('The', 'devil', 'began', 'by', 'saying', ',', ""'"", 'did', 'god', 'really', 'say', ',', ""'"", 'you', 'must', 'not', 'eat', 'from', 'any', 'tree', 'in', 'the', 'garden', '?', ""'"")"				False
eat	eaten	After an hour or two at the museum we'll return for lunch and negotiate how many noodles or how many carrots or how much of a sandwich must be eaten before we can break out the halloween pumpkin full of tooth-rotting possibilities.	12548	17	30	"('After', 'an', 'hour', 'or', 'two', 'at', 'the', 'museum', 'we', ""'ll"", 'return', 'for', 'lunch', 'and', 'negotiate', 'how', 'many', 'noodles', 'or', 'how', 'many', 'carrots', 'or', 'how', 'much', 'of', 'a', 'sandwich', 'must', 'be', 'eaten', 'before', 'we', 'can', 'break', 'out', 'the', 'halloween', 'pumpkin', 'full', 'of', 'tooth', '-', 'rotting', 'possibilities', '.')"				False
eat	ate	The average icelander ate 53 kilos of sugar, the average magnus and vegard (swedish and norwiegan persons) ate 43 kilos and 33 kilos each danish and finnish person.	10619	28	20	('The', 'average', 'icelander', 'ate', '53', 'kilos', 'of', 'sugar', ',', 'the', 'average', 'magnus', 'and', 'vegard', '(', 'swedish', 'and', 'norwiegan', 'persons', ')', 'ate', '43', 'kilos', 'and', '33', 'kilos', 'each', 'danish', 'and', 'finnish', 'person', '.')				False
eat	ate	earlier we ate at mcdonald's and the valets were so sweet polite.	26958	15	2	"('earlier', 'we', 'ate', 'at', 'mcdonald', ""'s"", 'and', 'the', 'valets', 'were', 'so', 'sweet', 'polite', '.')"				False
eat	eat	dad brought home kfc yay... ate half the potato and 2 chickens.. that was abt 6 plus so had late dinner ( not exactly.. around 8) was kinda of full so din eat much..	4752	12	35	('dad', 'brought', 'home', 'kfc', 'yay', '...', 'ate', 'half', 'the', 'potato', 'and', '2', 'chickens', '..', 'that', 'was', 'abt', '6', 'plus', 'so', 'had', 'late', 'dinner', '(', 'not', 'exactly', '..', 'around', '8)', 'was', 'kinda', 'of', 'full', 'so', 'din', 'eat', 'much', '..')				False
eat	eating	Joan finds this odd and asks, 'one of those flesh-eating amazonian death fish?'	27940	8	13	"('Joan', 'finds', 'this', 'odd', 'and', 'asks', ',', ""'"", 'one', 'of', 'those', 'flesh', '-', 'eating', 'amazonian', 'death', 'fish', '?', ""'"")"				False
eat	eat	i think i will become a nutritionist because i keep lecturing heather and my mother about how to eat properly.	15175	40	18	('i', 'think', 'i', 'will', 'become', 'a', 'nutritionist', 'because', 'i', 'keep', 'lecturing', 'heather', 'and', 'my', 'mother', 'about', 'how', 'to', 'eat', 'properly', '.')				False
eat	eat	I felt ripped off but that's ok because we got all you can eat crab legs for $15.	3978	27	14	"('I', 'felt', 'ripped', 'off', 'but', 'that', ""'s"", 'ok', 'because', 'we', 'got', 'all', 'you', 'can', 'eat', 'crab', 'legs', 'for', '$', '15', '.')"				False
eat	eat	Still, it's a wonderful reason to get away from spouses and kids to shop, eat, drink, and gossip for three days.	38489	2	17	"('Still', ',', 'it', ""'s"", 'a', 'wonderful', 'reason', 'to', 'get', 'away', 'from', 'spouses', 'and', 'kids', 'to', 'shop', ',', 'eat', ',', 'drink', ',', 'and', 'gossip', 'for', 'three', 'days', '.')"				False
eat	ate	at mac i ate mcfurry - oreo...theo was reading his fav butterfly part..after i finished my ice cream..i opened my tcz	36146	30	3	('at', 'mac', 'i', 'ate', 'mcfurry', '-', 'oreo', '...', 'theo', 'was', 'reading', 'his', 'fav', 'butterfly', 'part', '..', 'after', 'i', 'finished', 'my', 'ice', 'cream', '..', 'i', 'opened', 'my', 'tcz')				False
eat	eat	My best friend once convinced my other best friend (they were dating at the time) that if you eat eggs without toast, you can die.	29410	13	20	('My', 'best', 'friend', 'once', 'convinced', 'my', 'other', 'best', 'friend', '(', 'they', 'were', 'dating', 'at', 'the', 'time', ')', 'that', 'if', 'you', 'eat', 'eggs', 'without', 'toast', ',', 'you', 'can', 'die', '.')				False
eat	eaten	Each year, this church gets together, preparing middle eastern meals like what would have been eaten way back then in the middle east where jesus lived and died.	4598	4	17	('Each', 'year', ',', 'this', 'church', 'gets', 'together', ',', 'preparing', 'middle', 'eastern', 'meals', 'like', 'what', 'would', 'have', 'been', 'eaten', 'way', 'back', 'then', 'in', 'the', 'middle', 'east', 'where', 'jesus', 'lived', 'and', 'died', '.')				False
eat	ate	It was so funny because so many of kuya francis and ate jenny's friends are having babies too.	15594	14	11	"('It', 'was', 'so', 'funny', 'because', 'so', 'many', 'of', 'kuya', 'francis', 'and', 'ate', 'jenny', ""'s"", 'friends', 'are', 'having', 'babies', 'too', '.')"				False
eat	eat	So then we traveresed the mall twice, stopping in books-a-million once...and then decided to go to chick-fil-a to get something to eat.	31751	490	32	('So', 'then', 'we', 'traveresed', 'the', 'mall', 'twice', ',', 'stopping', 'in', 'books', '-', 'a', '-', 'million', 'once', '...', 'and', 'then', 'decided', 'to', 'go', 'to', 'chick', '-', 'fil', '-', 'a', 'to', 'get', 'something', 'to', 'eat', '.')				False
eat	ate	bugs absolutely ate me alive.	10564	15	2	('bugs', 'absolutely', 'ate', 'me', 'alive', '.')				False
eat	eat	I eat the chicken piece by piece but chew quickly.	37345	63	1	('I', 'eat', 'the', 'chicken', 'piece', 'by', 'piece', 'but', 'chew', 'quickly', '.')				False
eat	eating	At this point, my legs decided the invisible stranger had led them astray from the true path which is a body part's only real hope to enter the divine heaven that is sitting on a lazy boy with a giant glass of iced lemonade watching bond movie and eating ribs.	4684	30	50	"('At', 'this', 'point', ',', 'my', 'legs', 'decided', 'the', 'invisible', 'stranger', 'had', 'led', 'them', 'astray', 'from', 'the', 'true', 'path', 'which', 'is', 'a', 'body', 'part', ""'s"", 'only', 'real', 'hope', 'to', 'enter', 'the', 'divine', 'heaven', 'that', 'is', 'sitting', 'on', 'a', 'lazy', 'boy', 'with', 'a', 'giant', 'glass', 'of', 'iced', 'lemonade', 'watching', 'bond', 'movie', 'and', 'eating', 'ribs', '.')"				False
eat	eat	Then i decided that we (erika, me, and morganna) should go out to eat b/c we need to for their birthday dinners.	39725	17	17	('Then', 'i', 'decided', 'that', 'we', '(', 'erika', ',', 'me', ',', 'and', 'morganna', ')', 'should', 'go', 'out', 'to', 'eat', 'b', '/', 'c', 'we', 'need', 'to', 'for', 'their', 'birthday', 'dinners', '.')				False
eat	eaten	I let them pass by the wayside and it's always eaten away at me.	38535	33	11	"('I', 'let', 'them', 'pass', 'by', 'the', 'wayside', 'and', 'it', ""'s"", 'always', 'eaten', 'away', 'at', 'me', '.')"				False
eat	eating	i was treated to yet another evening dedicated to conversation, laughter, drinking and eating in the company of such great characters as that of riann, joe, andrew, patrick, edwin, stacy, rochelle and matt.	15497	7	15	('i', 'was', 'treated', 'to', 'yet', 'another', 'evening', 'dedicated', 'to', 'conversation', ',', 'laughter', ',', 'drinking', 'and', 'eating', 'in', 'the', 'company', 'of', 'such', 'great', 'characters', 'as', 'that', 'of', 'riann', ',', 'joe', ',', 'andrew', ',', 'patrick', ',', 'edwin', ',', 'stacy', ',', 'rochelle', 'and', 'matt', '.')				False
eat	eat	tee available from universal queer:  urllink mr. pickle sez 'eat me'	29699	1	13	"('tee', 'available', 'from', 'universal', 'queer', ':', ' ', 'urllink', 'mr', '.', 'pickle', 'sez', ""'"", 'eat', 'me', ""'"")"				False
eat	eating	You're eating balls at this very second.	35482	11	2	"('You', ""'re"", 'eating', 'balls', 'at', 'this', 'very', 'second', '.')"				False
eat	eat	Billy and i had fifteen minutes to stroll around before the movie started (since mike and amanda went to get something to eat) and we didn't even make it all the way to the end.	38573	19	23	"('Billy', 'and', 'i', 'had', 'fifteen', 'minutes', 'to', 'stroll', 'around', 'before', 'the', 'movie', 'started', '(', 'since', 'mike', 'and', 'amanda', 'went', 'to', 'get', 'something', 'to', 'eat', ')', 'and', 'we', 'did', ""n't"", 'even', 'make', 'it', 'all', 'the', 'way', 'to', 'the', 'end', '.')"				False
eat	ate	i ate: coffee, thai kitchen, and grape soda.	9986	17	1	('i', 'ate', ':', 'coffee', ',', 'thai', 'kitchen', ',', 'and', 'grape', 'soda', '.')				False
