,lemma,verb form,percent as verb,percent as propn,Count as verb,Sentence,Doc index,Sent index,index of verb,tokenized sentence,total open class,BERT tag,BERT replacements,entropy,%OPENCLASS,POS PREDICTIONS,ROBERTA REPLACEMENTS
257,scheme,scheming,0.029940119760479,0.0,5,"throughout the story, people are afraid to admit how they feel for another or just don't realize it until a third party shows them; or they're deceived into thinking the one they love has been untrue...essentially, the whole play consists of people running around in circles, plotting and scheming the futures of someone's love, when all people need to do when they have feelings for someone....is freakin' tell them!",15492,10,56,"('throughout', 'the', 'story', ',', 'people', 'are', 'afraid', 'to', 'admit', 'how', 'they', 'feel', 'for', 'another', 'or', 'just', 'do', ""n't"", 'realize', 'it', 'until', 'a', 'third', 'party', 'shows', 'them', ';', 'or', 'they', ""'re"", 'deceived', 'into', 'thinking', 'the', 'one', 'they', 'love', 'has', 'been', 'untrue', '...', 'essentially', ',', 'the', 'whole', 'play', 'consists', 'of', 'people', 'running', 'around', 'in', 'circles', ',', 'plotting', 'and', 'scheming', 'the', 'futures', 'of', 'someone', ""'s"", 'love', ',', 'when', 'all', 'people', 'need', 'to', 'do', 'when', 'they', 'have', 'feelings', 'for', 'someone', '....', 'is', 'freakin', ""'"", 'tell', 'them', '!')",167.0,VERB,"['plotting', 'discussing', 'debating', 'imagining', 'calculating']",0.194091472463597,1.0,VERB,"['planning', 'wondering', 'creating', 'setting', 'building']"
258,scheme,schemed,0.029940119760479,0.0,5,"I plotted, I schemed and somehow I convinced my girlfriend that along with a new entertainment center, desk, and chair for our townhouse, our new home wouldn't be complete unless we had a Gamecube and the Super Mario game.",6423,7,4,"('I', 'plotted', ',', 'I', 'schemed', 'and', 'somehow', 'I', 'convinced', 'my', 'girlfriend', 'that', 'along', 'with', 'a', 'new', 'entertainment', 'center', ',', 'desk', ',', 'and', 'chair', 'for', 'our', 'townhouse', ',', 'our', 'new', 'home', 'would', ""n't"", 'be', 'complete', 'unless', 'we', 'had', 'a', 'Gamecube', 'and', 'the', 'Super', 'Mario', 'game', '.')",167.0,VERB,"['planned', 'wrote', 'did', 'thought', 'decided']",0.194091472463597,1.0,VERB,"['planned', 'thought', 'designed', 'worked', 'decided']"
259,tongue,tongued,0.0073260073260073,0.0183150183150183,2,Did he ever feel anything except when they tongued him ?,26261,17,8,"('Did', 'he', 'ever', 'feel', 'anything', 'except', 'when', 'they', 'tongued', 'him', '?')",273.0,VERB,"['touched', 'needed', 'loved', 'held', 'hurt']",0.1941682459830273,1.0,VERB,"['beat', 'saw', 'left', 'met', 'hit']"
260,tongue,tongued,0.0073260073260073,0.0183150183150183,2,I walk around clop clop clopping in my cute changing color mood tongued brown shoes.,25767,5,12,"('I', 'walk', 'around', 'clop', 'clop', 'clopping', 'in', 'my', 'cute', 'changing', 'color', 'mood', 'tongued', 'brown', 'shoes', '.')",273.0,ADP,"['andy', 'in', 'for', 'of']",0.1941682459830273,1.0,ADP,"['y', 'with', 'of', 'in', 'and']"
261,lesson,lesson,0.0038363171355498,0.0230179028132992,3,"Anything that will stop my racing mind, lesson the ever present thoughts of cutting myself or slitting my wrists and watching the blood drain away.",22599,36,8,"('Anything', 'that', 'will', 'stop', 'my', 'racing', 'mind', ',', 'lesson', 'the', 'ever', 'present', 'thoughts', 'of', 'cutting', 'myself', 'or', 'slitting', 'my', 'wrists', 'and', 'watching', 'the', 'blood', 'drain', 'away', '.')",782.0,CCONJ,"['stop', 'or', 'and', 'not', 'all']",0.1942507573657625,1.0,CCONJ,"['and', 'or', 'stop', 'with', 'and']"
262,lesson,lesson,0.0038363171355498,0.0230179028132992,3,It will be nice not to lesson plan anymore,14318,3,6,"('It', 'will', 'be', 'nice', 'not', 'to', 'lesson', 'plan', 'anymore')",782.0,ADV,"['even', 'just', 'ever', 'really', 'actually']",0.1942507573657625,1.0,VERB,"['have', 'need', 'make', 'ever', 'be']"
263,lesson,lessons,0.0038363171355498,0.0230179028132992,3,"lessons'/. john says,'dad, they are not kun fu lessons how many times do i have to tell u that.?'..",718,49,9,"(""lessons'/."", 'john', ""says,'dad"", ',', 'they', 'are', 'not', 'kun', 'fu', 'lessons', 'how', 'many', 'times', 'do', 'i', 'have', 'to', 'tell', 'u', 'that', '.', '?', ""'"", '..')",782.0,PUNCT,"[',....', '-', 'and']",0.1942507573657625,1.0,PUNCT,"['.', ',', '!', '..', '!']"
264,source,sourced,0.0098039215686274,0.0156862745098039,5,It is sourced in the victim's wish to heal and has little or nothing to do with his faith in God or his political orientation.,13258,4,2,"('It', 'is', 'sourced', 'in', 'the', 'victim', ""'s"", 'wish', 'to', 'heal', 'and', 'has', 'little', 'or', 'nothing', 'to', 'do', 'with', 'his', 'faith', 'in', 'God', 'or', 'his', 'political', 'orientation', '.')",510.0,VERB,"['rooted', 'based', 'not', 'grounded', 'written']",0.1957468581708324,1.0,ADV,"['based', 'inherent', 'all', 'entirely', 'only']"
265,source,source,0.0098039215686274,0.0156862745098039,5,"How to source my own clients, how to sell really well, how to f**k people over for thousands and make it look like I'm doing them a favor, how to build big accounts, etc.",15057,15,2,"('How', 'to', 'source', 'my', 'own', 'clients', ',', 'how', 'to', 'sell', 'really', 'well', ',', 'how', 'to', 'f**k', 'people', 'over', 'for', 'thousands', 'and', 'make', 'it', 'look', 'like', 'I', ""'m"", 'doing', 'them', 'a', 'favor', ',', 'how', 'to', 'build', 'big', 'accounts', ',', 'etc', '.')",510.0,VERB,"['hire', 'get', 'find', 'manage', 'handle']",0.1957468581708324,1.0,VERB,"['get', 'find', 'attract', 'make', 'build']"
266,source,sourcing,0.0098039215686274,0.0156862745098039,5,"Case in point: A couple of weeks ago I was checking around for prices for belly-piercing - Bel wanted to give it a go, so I was sourcing for the costs.",374,4,31,"('Case', 'in', 'point', ':', 'A', 'couple', 'of', 'weeks', 'ago', 'I', 'was', 'checking', 'around', 'for', 'prices', 'for', 'belly', '-', 'piercing', '-', 'Bel', 'wanted', 'to', 'give', 'it', 'a', 'go', ',', 'so', 'I', 'was', 'sourcing', 'for', 'the', 'costs', '.')",510.0,ADJ,"['paying', 'responsible', 'paid', 'grateful', 'happy']",0.1957468581708324,1.0,VERB,"['looking', 'asking', 'checking', 'searching', 'concerned']"
267,source,source,0.0098039215686274,0.0156862745098039,5,i've met men who have purposefully concealed their status just to source for unwittingly willing participants in their game of bastardry.,11508,2,12,"('i', ""'ve"", 'met', 'men', 'who', 'have', 'purposefully', 'concealed', 'their', 'status', 'just', 'to', 'source', 'for', 'unwittingly', 'willing', 'participants', 'in', 'their', 'game', 'of', 'bastardry', '.')",510.0,PART,"['look', 'search', 'provide', 'watch', 'ask']",0.1957468581708324,1.0,PART,"['look', 'search', 'make', 'account', 'allow']"
268,source,sourcing,0.0098039215686274,0.0156862745098039,5,But this beach resort has much better beaches and a better location so I need to start sourcing asap.,1359,10,17,"('But', 'this', 'beach', 'resort', 'has', 'much', 'better', 'beaches', 'and', 'a', 'better', 'location', 'so', 'I', 'need', 'to', 'start', 'sourcing', 'asap', '.')",510.0,VERB,"['looking', 'thinking', 'over', 'planning,']",0.1957468581708324,1.0,VERB,"['planning', 'looking', 'booking', 'there', 'moving']"
269,omg,omg,0.0053050397877984,0.973474801061008,2,omg what a day.,36977,0,0,"('omg', 'what', 'a', 'day', '.')",377.0,CCONJ,"['And', 'But', 'Oh', 'So', 'Now']",0.1958039896785872,1.0,INTJ,"['Wow', 'Oh', 'And', 'wow', 'But']"
270,omg,omg,0.0053050397877984,0.973474801061008,2,omg what an amazing day!!,37192,0,0,"('omg', 'what', 'an', 'amazing', 'day', '!', '!')",377.0,CCONJ,"['Oh', 'And!', 'But', 'So']",0.1958039896785872,1.0,CCONJ,"['And', 'Oh', 'Wow', 'OMG', 'But']"
271,worthy,WORTHY,0.0065359477124183,0.0196078431372549,1,I think myself NOT WORTHY of Fendy or for anybody else actually.,30375,29,4,"('I', 'think', 'myself', 'NOT', 'WORTHY', 'of', 'Fendy', 'or', 'for', 'anybody', 'else', 'actually', '.')",153.0,ADJ,"['afraid', 'proud', 'ashamed', 'jealous', 'thinking']",0.195878058045426,1.0,ADJ,"['afraid', 'proud', 'because', 'fond', 'thinking']"
272,body,BODY,0.0011467889908256,0.021788990825688,2,The IRAQ BODY COUNT Project  This is a human security project to establish an independent and comprehensive public database of media-reported civilian deaths in Iraq resulting directly from military action by the USA and its allies in 2003.,32079,2,2,"('The', 'IRAQ', 'BODY', 'COUNT', 'Project', ' ', 'This', 'is', 'a', 'human', 'security', 'project', 'to', 'establish', 'an', 'independent', 'and', 'comprehensive', 'public', 'database', 'of', 'media', '-', 'reported', 'civilian', 'deaths', 'in', 'Iraq', 'resulting', 'directly', 'from', 'military', 'action', 'by', 'the', 'USA', 'and', 'its', 'allies', 'in', '2003', '.')",1744.0,SYM,"['##A', '-I', '/S']",0.1971825798983469,0.9994269340974212,ADP,"['MEDIA', 'TO', 'NEWS', 'AT', 'IS']"
273,body,body,0.0011467889908256,0.021788990825688,2,Try being in a protestant church for many years and not having Jesus body blood soul and divinity for a while!,33084,34,13,"('Try', 'being', 'in', 'a', 'protestant', 'church', 'for', 'many', 'years', 'and', 'not', 'having', 'Jesus', 'body', 'blood', 'soul', 'and', 'divinity', 'for', 'a', 'while', '!')",1744.0,ADP,"[""',"", 'as', '-', 'in']",0.1971825798983469,0.9994269340974212,PUNCT,"[""'"", '’', 'Christ', ',', 'body']"
274,sale,sale,0.0057692307692307,0.0211538461538461,3,And most of the time it is a normal chew toy; maybe a stuffed animal or a ball...or a little piece of rope like those ones they sale at the pet store.,20827,1,30,"('And', 'most', 'of', 'the', 'time', 'it', 'is', 'a', 'normal', 'chew', 'toy', ';', 'maybe', 'a', 'stuffed', 'animal', 'or', 'a', 'ball', '...', 'or', 'a', 'little', 'piece', 'of', 'rope', 'like', 'those', 'ones', 'they', 'sale', 'at', 'the', 'pet', 'store', '.')",520.0,VERB,"['bought', 'found', 'sell', 'used', 'saw']",0.1988997666775032,1.0,VERB,"['sell', 'have', 'buy', 'get', 'carry']"
275,sale,saling,0.0057692307692307,0.0211538461538461,3,"But on patience for a moment.    last friday Jaelyn, Addison and I went garage saling.",12759,7,17,"('But', 'on', 'patience', 'for', 'a', 'moment', '.', '   ', 'last', 'friday', 'Jaelyn', ',', 'Addison', 'and', 'I', 'went', 'garage', 'saling', '.')",520.0,NOUN,"['shopping', 'sale', 'work', 'sales', 'hunting']",0.1988997666775032,1.0,NOUN,"['shopping', 'sale', 'sales', 'day', 'tour']"
276,sale,saled,0.0057692307692307,0.0211538461538461,3,I know I did...I've never garage-saled with friends before...,30472,22,9,"('I', 'know', 'I', 'did', '...', ""I've"", 'never', 'garage', '-', 'saled', 'with', 'friends', 'before', '...')",520.0,PUNCT,"['parked', 'driven', 'filled', 'been', 'locked']",0.1988997666775032,1.0,PUNCT,"['d', 'done', 'ed', 'run', 'gone']"
277,appropriate,appropriated,0.0131578947368421,0.0131578947368421,3,"For instance, in reading  urlLink Douglas Wilson's  'A Short Credo on Baptism,' one can find that he does indeed state: 'The blessings [of baptism] are appropriated by faith.'",17036,20,36,"('For', 'instance', ',', 'in', 'reading', ' ', 'urlLink', 'Douglas', 'Wilson', ""'s"", ' ', ""'"", 'A', 'Short', 'Credo', 'on', 'Baptism', ',', ""'"", 'one', 'can', 'find', 'that', 'he', 'does', 'indeed', 'state', ':', ""'"", 'The', 'blessings', '[', 'of', 'baptism', ']', 'are', 'appropriated', 'by', 'faith', '.', ""'"")",228.0,VERB,"['done', 'given', 'made', 'borne', 'only']",0.2018808153311869,1.0,VERB,"['given', 'received', 'only', 'provided', 'made']"
278,appropriate,appropriated,0.0131578947368421,0.0131578947368421,3,"When I compared these two movies together, I kind of realised how full of shit the MATRIX was, I mean, for the MATRIX opening sequence, they basically appropriated Katakana alphabets and fashioned them into this supposed new code that the MATRIX is built on.",17497,34,31,"('When', 'I', 'compared', 'these', 'two', 'movies', 'together', ',', 'I', 'kind', 'of', 'realised', 'how', 'full', 'of', 'shit', 'the', 'MATRIX', 'was', ',', 'I', 'mean', ',', 'for', 'the', 'MATRIX', 'opening', 'sequence', ',', 'they', 'basically', 'appropriated', 'Katakana', 'alphabets', 'and', 'fashioned', 'them', 'into', 'this', 'supposed', 'new', 'code', 'that', 'the', 'MATRIX', 'is', 'built', 'on', '.')",228.0,VERB,"['took', 'used', 'picked', 'created', 'copied']",0.2018808153311869,1.0,VERB,"['took', 'used', 'stole', 'bought', 'taken']"
279,appropriate,appropriate,0.0131578947368421,0.0131578947368421,3,"Apparently, the  urlLink US Congress is trying to appropriate money for Selective Service to put into motion a draft .",25615,0,10,"('Apparently', ',', 'the', ' ', 'urlLink', 'US', 'Congress', 'is', 'trying', 'to', 'appropriate', 'money', 'for', 'Selective', 'Service', 'to', 'put', 'into', 'motion', 'a', 'draft', '.')",228.0,VERB,"['raise', 'provide', 'get', 'borrow', 'secure']",0.2018808153311869,1.0,VERB,"['raise', 'find', 'get', 'save', 'make']"
280,advice,advice,0.0119904076738609,0.014388489208633,5,"Too many people got me on my knees when they giving me they advice, too many people talking negative causing me some strife.",36590,23,13,"('Too', 'many', 'people', 'got', 'me', 'on', 'my', 'knees', 'when', 'they', 'giving', 'me', 'they', 'advice', ',', 'too', 'many', 'people', 'talking', 'negative', 'causing', 'me', 'some', 'strife', '.')",417.0,VERB,"['wish', 'wanted', 'money', 'way', 'choice']",0.2021150893776484,1.0,VERB,"['advice', 'wish', 'love', 'opinions', 'problems']"
281,advice,advice,0.0119904076738609,0.014388489208633,5,"i advice all of ya to decorate ur home, skool, car, pets *hhah jkjk* with malaysian flag...MALAYSIA BOLEH!!",21251,34,1,"('i', 'advice', 'all', 'of', 'ya', 'to', 'decorate', 'ur', 'home', ',', 'skool', ',', 'car', ',', 'pets', '*', 'hhah', 'jkjk', '*', 'with', 'malaysian', 'flag', '...', 'MALAYSIA', 'BOLEH', '!', '!')",417.0,VERB,"['want', 'need', 'got', 'wanted', 'get']",0.2021150893776484,1.0,VERB,"['challenge', 'encourage', 'want', 'invite', 'ask']"
282,advice,adviced,0.0119904076738609,0.014388489208633,5,For example I had some funny feeling that something was not as usual today I found it out around at noon that my wallet was in the back pocket where it hadnt been since I first came to Barcelona and was adviced to put in the front pocket.,10642,10,42,"('For', 'example', 'I', 'had', 'some', 'funny', 'feeling', 'that', 'something', 'was', 'not', 'as', 'usual', 'today', 'I', 'found', 'it', 'out', 'around', 'at', 'noon', 'that', 'my', 'wallet', 'was', 'in', 'the', 'back', 'pocket', 'where', 'it', 'had', 'nt', 'been', 'since', 'I', 'first', 'came', 'to', 'Barcelona', 'and', 'was', 'adviced', 'to', 'put', 'in', 'the', 'front', 'pocket', '.')",417.0,ADJ,"['ready', 'easy', 'safe', 'about', 'supposed']",0.2021150893776484,1.0,VERB,"['supposed', 'going', 'meant', 'trying', 'about']"
283,advice,advice,0.0119904076738609,0.014388489208633,5,They advice me that I should have a little bit more plans They always ask me to be a little bit more understandable They tell me to be exactly the way they want me to be  What they know about me?,17632,4,1,"('They', 'advice', 'me', 'that', 'I', 'should', 'have', 'a', 'little', 'bit', 'more', 'plans', 'They', 'always', 'ask', 'me', 'to', 'be', 'a', 'little', 'bit', 'more', 'understandable', 'They', 'tell', 'me', 'to', 'be', 'exactly', 'the', 'way', 'they', 'want', 'me', 'to', 'be', ' ', 'What', 'they', 'know', 'about', 'me', '?')",417.0,VERB,"['tell', 'ask', 'remind', 'teach', 'told']",0.2021150893776484,1.0,VERB,"['tell', 'remind', 'told', 'telling', 'convince']"
284,advice,adviced,0.0119904076738609,0.014388489208633,5,i didn't apologize the next day because stef adviced me to give it time.,26936,28,9,"('i', 'did', ""n't"", 'apologize', 'the', 'next', 'day', 'because', 'stef', 'adviced', 'me', 'to', 'give', 'it', 'time', '.')",417.0,VERB,"['told', 'wanted', 'asked', 'needed', 'wants']",0.2021150893776484,1.0,VERB,"['told', 'asked', 'wanted', 'forced', 'tell']"
285,fond,fond,0.0089285714285714,0.0178571428571428,1,I bought two because I fond a pair I really liked right after I'd already won the first bid I looked at.,34493,3,5,"('I', 'bought', 'two', 'because', 'I', 'fond', 'a', 'pair', 'I', 'really', 'liked', 'right', 'after', 'I', ""'d"", 'already', 'won', 'the', 'first', 'bid', 'I', 'looked', 'at', '.')",112.0,VERB,"['had', 'found', 'needed', 'wanted', 'knew']",0.2026041059800597,1.0,VERB,"['saw', 'found', 'had', 'got', 'noticed']"
286,strange,stranging,0.0009960159362549,0.0209163346613545,1,Yes that is my mood toward a specific person right now i feel like stranging a cat or sum othe type of four legged animal cmere paco he,35637,0,14,"('Yes', 'that', 'is', 'my', 'mood', 'toward', 'a', 'specific', 'person', 'right', 'now', 'i', 'feel', 'like', 'stranging', 'a', 'cat', 'or', 'sum', 'othe', 'type', 'of', 'four', 'legged', 'animal', 'cmere', 'paco', 'he')",1004.0,AUX,"['being', 'either', 'like', 'maybe', 'having']",0.2029956266341353,1.0,PRON,"['its', 'being', 'either', 'like', 'maybe']"
287,pint,pint,0.0133333333333333,0.0133333333333333,1,"Govt - sorry I mean public funds into productions that only academics and a few geeks who talk about television on the internet will enjoy I would like to pint out that  urlLink SLOU , one of the finest commercially successful dramas of late failed in its first season.",15761,14,29,"('Govt', '-', 'sorry', 'I', 'mean', 'public', 'funds', 'into', 'productions', 'that', 'only', 'academics', 'and', 'a', 'few', 'geeks', 'who', 'talk', 'about', 'television', 'on', 'the', 'internet', 'will', 'enjoy', 'I', 'would', 'like', 'to', 'pint', 'out', 'that', ' ', 'urlLink', 'SLOU', ',', 'one', 'of', 'the', 'finest', 'commercially', 'successful', 'dramas', 'of', 'late', 'failed', 'in', 'its', 'first', 'season', '.')",75.0,VERB,"['check', 'try', 'bring', 'find', 'take']",0.204056119852664,1.0,VERB,"['point', 'points', 'stress', 'find', 'Point']"
288,bench,benching,0.018018018018018,0.009009009009009,2,he needs to start benching/firing the people responsible for protecting his quarterback.,29787,14,4,"('he', 'needs', 'to', 'start', 'benching', '/', 'firing', 'the', 'people', 'responsible', 'for', 'protecting', 'his', 'quarterback', '.')",111.0,VERB,"['firing', 'recruiting', 'hiring', 'shooting', 'training']",0.2040748732541185,1.0,VERB,"['calling', 'shooting', 'paying', 'naming', 'changing']"
289,bench,benching,0.018018018018018,0.009009009009009,2,"I mean I love K-pop as much as the next person (NOT) but to play it as well as slow songs, is annoying and can be hazardous to your safety at the gym, as it could possibly put you to sleep, which is no good, especially while your benching 400 pounds, as I do..(another lie).",15961,9,56,"('I', 'mean', 'I', 'love', 'K', '-', 'pop', 'as', 'much', 'as', 'the', 'next', 'person', '(', 'NOT', ')', 'but', 'to', 'play', 'it', 'as', 'well', 'as', 'slow', 'songs', ',', 'is', 'annoying', 'and', 'can', 'be', 'hazardous', 'to', 'your', 'safety', 'at', 'the', 'gym', ',', 'as', 'it', 'could', 'possibly', 'put', 'you', 'to', 'sleep', ',', 'which', 'is', 'no', 'good', ',', 'especially', 'while', 'your', 'benching', '400', 'pounds', ',', 'as', 'I', 'do', '..', '(another', 'lie', ')', '.')",111.0,VERB,"['weigh', 'weighs', 'weighing', 'weighed', 'lose']",0.2040748732541185,1.0,ADP,"['over', 'under', 'fighting', 'at', 'around']"
290,application,application,0.0069686411149825,0.0209059233449477,2,"so, application one to starbucks as i figure that it cant be so hard to make coffee and apparently it is a good place to work.",33514,13,2,"('so', ',', 'application', 'one', 'to', 'starbucks', 'as', 'i', 'figure', 'that', 'it', 'ca', 'nt', 'be', 'so', 'hard', 'to', 'make', 'coffee', 'and', 'apparently', 'it', 'is', 'a', 'good', 'place', 'to', 'work', '.')",287.0,AUX,"['no', 'take', 'be', 'is', 'not']",0.206232289028753,1.0,DET,"['another', 'next', 'take', 'this', 'took']"
291,application,application,0.0069686411149825,0.0209059233449477,2,"Well to the present, the days been topped off with a bought of downloads from slipknot to application challenges from hack this site, hex editors and guns'n'roses music so Iâm generally pleased with the results of today infect I might go to bed to celebrate or that might be to do with a mass headache coming on.",29997,10,18,"('Well', 'to', 'the', 'present', ',', 'the', 'days', 'been', 'topped', 'off', 'with', 'a', 'bought', 'of', 'downloads', 'from', 'slipknot', 'to', 'application', 'challenges', 'from', 'hack', 'this', 'site', ',', 'hex', 'editors', 'and', ""guns'n'roses"", 'music', 'so', 'I', 'â\x80\x99m', 'generally', 'pleased', 'with', 'the', 'results', 'of', 'today', 'infect', 'I', 'might', 'go', 'to', 'bed', 'to', 'celebrate', 'or', 'that', 'might', 'be', 'to', 'do', 'with', 'a', 'mass', 'headache', 'coming', 'on', '.')",287.0,VERB,"['meet', 'face', 'the', 'overcome', 'solve']",0.206232289028753,1.0,ADJ,"['various', 'some', 'the', 'new', 'several']"
292,cashier,cashier,0.0135135135135135,0.0135135135135135,1,They let the cashier go home early so I had to cashier from 2:30 til close.,35707,3,11,"('They', 'let', 'the', 'cashier', 'go', 'home', 'early', 'so', 'I', 'had', 'to', 'cashier', 'from', '2:30', 'til', 'close', '.')",74.0,VERB,"['work', 'leave', 'eat', 'sleep', 'go']",0.2062830939553485,1.0,VERB,"['work', 'wait', 'stay', 'go', 'sit']"
293,presence,presence,0.0029940119760479,0.0269461077844311,1,"This leaders presence, words, values, integrity and heart will be desired by all of the world.",35537,8,2,"('This', 'leaders', 'presence', ',', 'words', ',', 'values', ',', 'integrity', 'and', 'heart', 'will', 'be', 'desired', 'by', 'all', 'of', 'the', 'world', '.')",334.0,VERB,"['##hip', 'voice', 'spirit', 'personality', 'attitude']",0.2081332567027971,1.0,NOUN,"['actions', 'attitude', 'character', 'ideas', 'vision']"
294,daughter,daughter,0.0012515644555694,0.030037546933667,1,My rant: I have TOLD and TOLD FB and daughter about 3 year old children.,23807,13,10,"('My', 'rant', ':', 'I', 'have', 'TOLD', 'and', 'TOLD', 'FB', 'and', 'daughter', 'about', '3', 'year', 'old', 'children', '.')",799.0,VERB,"['have', 'only', 'other', 'my', 'a']",0.2083971606713042,1.0,PROPN,"['Twitter', 'others', 'twitter', 'friends', 'FB']"
295,story,storied,0.0006106870229007,0.0305343511450381,2,"For me, most of those reasons were the rich storied-ness that he note evoked.",12751,21,10,"('For', 'me', ',', 'most', 'of', 'those', 'reasons', 'were', 'the', 'rich', 'storied', '-', 'ness', 'that', 'he', 'note', 'evoked', '.')",3275.0,SYM,"['##er', 'richnesseest']",0.2084305685120246,0.9993896856881294,ADJ,"['-', 'emotional', 'human', '', 'sad']"
296,story,story,0.0006106870229007,0.0305343511450381,2,oh shit how can you remember crap like that eh you still havent story me,14018,0,14,"('oh', 'shit', 'how', 'can', 'you', 'remember', 'crap', 'like', 'that', 'eh', 'you', 'still', 'have', 'nt', 'story', 'me')",3275.0,ADP,"[""'"", 'to', 'with', 'in', '-']",0.2084305685120246,0.9993896856881294,VERB,"['seen', 'told', 'killed', 'found', 'heard']"
297,mein,mein,0.0136986301369863,0.9726027397260274,1,"Und jetzt gehts gleich in die library, research fuer mein history-research-paper...",23306,5,10,"('Und', 'jetzt', 'gehts', 'gleich', 'in', 'die', 'library', ',', 'research', 'fuer', 'mein', 'history', '-', 'research', '-', 'paper', '...')",73.0,VERB,"['-,e', 'die', ':']",0.2085636618275182,1.0,PUNCT,"['-', 'art', 'the', ':', 'english']"
298,web,web,0.0011848341232227,0.0308056872037914,1,"Looking beyond its top, she saw a circular opening where there were no branches or leaves to web the sky from her view.",22285,43,18,"('Looking', 'beyond', 'its', 'top', ',', 'she', 'saw', 'a', 'circular', 'opening', 'where', 'there', 'were', 'no', 'branches', 'or', 'leaves', 'to', 'web', 'the', 'sky', 'from', 'her', 'view', '.')",844.0,VERB,"['block', 'shield', 'hide', 'obscure', 'protect']",0.2115890989599199,0.9988165680473372,VERB,"['block', 'cover', 'protect', 'distract', 'prevent']"
299,danielle,danielles,0.0140845070422535,0.971830985915493,1,I went to my friend danielles house and her bday is on saturday,21799,2,5,"('I', 'went', 'to', 'my', 'friend', 'danielles', 'house', 'and', 'her', 'bday', 'is', 'on', 'saturday')",71.0,DET,"['whose', 'her', 'at', 'thes']",0.2132937741850529,1.0,PART,"['s', 's', ""'"", 'her', 'friends']"
300,nya,nya,0.0140845070422535,0.971830985915493,1,"kabilis dumiskarte, ganon din kabilis nag end up yung feelings nya.",37528,16,11,"('kabilis', 'dumiskarte', ',', 'ganon', 'din', 'kabilis', 'nag', 'end', 'up', 'yung', 'feelings', 'nya', '.')",71.0,ADV,"['again', 'alone', 'too', 'instead', 'together']",0.2132937741850529,1.0,PROPN,"['ko', 'nya', 'mo', 'namin', 'nila']"
301,traffic,traffic,0.0040485829959514,0.0263157894736842,2,"Smut may,' as Judge Leventhal put it, 'drive itself from the market and confound Gresham,' 181 U.S. App. D.C., at 158, 556 F.2d, at 35; the prosperity of those who traffic in pornographic literature and films would appear to justify skepticism.",16759,643,41,"('Smut', 'may', ',', ""'"", 'as', 'Judge', 'Leventhal', 'put', 'it', ',', ""'"", 'drive', 'itself', 'from', 'the', 'market', 'and', 'confound', 'Gresham', ',', ""'"", '181', 'U.S.', 'App', '.', 'D.C.', ',', 'at', '158', ',', '556', 'F.2d', ',', 'at', '35', ';', 'the', 'prosperity', 'of', 'those', 'who', 'traffic', 'in', 'pornographic', 'literature', 'and', 'films', 'would', 'appear', 'to', 'justify', 'skepticism', '.')",494.0,VERB,"['believe', 'engage', 'work', 'invest', 'specialized']",0.2134175950594458,1.0,VERB,"['invest', 'trade', 'engage', 'work', 'deal']"
302,traffic,trafficked,0.0040485829959514,0.0263157894736842,2,"But because Henryâs is far from the well-trafficked tourist haunts of the city, on a major arterial that cuts through a working-class, predominantly Mexican-American neighborhood, the Puffy Taco is a bit of a mystery to those tourists who find themselves taking in a Missions game at Nelson Wolff.",6107,63,10,"('But', 'because', 'Henry', 'â\x80\x99s', 'is', 'far', 'from', 'the', 'well', '-', 'trafficked', 'tourist', 'haunts', 'of', 'the', 'city', ',', 'on', 'a', 'major', 'arterial', 'that', 'cuts', 'through', 'a', 'working', '-', 'class', ',', 'predominantly', 'Mexican', '-', 'American', 'neighborhood', ',', 'the', 'Puffy', 'Taco', 'is', 'a', 'bit', 'of', 'a', 'mystery', 'to', 'those', 'tourists', 'who', 'find', 'themselves', 'taking', 'in', 'a', 'Missions', 'game', 'at', 'Nelson', 'Wolff', '.')",494.0,VERB,"['known', 'established', 'kept', 'regarded', 'loved']",0.2134175950594458,1.0,VERB,"['known', 'established', 'know', 'loved', 'understood']"
303,disciple,disciple,0.0338983050847457,0.0,2,But that doesn't mean that I am going to start 'intentional' relationships so I can disciple them and 'lead them to Christ'.,17288,20,18,"('But', 'that', 'does', ""n't"", 'mean', 'that', 'I', 'am', 'going', 'to', 'start', ""'"", 'intentional', ""'"", 'relationships', 'so', 'I', 'can', 'disciple', 'them', 'and', ""'"", 'lead', 'them', 'to', 'Christ', ""'"", '.')",59.0,VERB,"['understand', 'find', 'see', 'love', 'know']",0.2135798153382773,1.0,VERB,"['love', 'find', 'use', 'trust', 'help']"
304,disciple,discipling,0.0338983050847457,0.0,2,"Many of them have gone on missions trips, are interested in missions, or other ministry areas, some are discipling younger guys/girls.",19554,13,21,"('Many', 'of', 'them', 'have', 'gone', 'on', 'missions', 'trips', ',', 'are', 'interested', 'in', 'missions', ',', 'or', 'other', 'ministry', 'areas', ',', 'some', 'are', 'discipling', 'younger', 'guys', '/', 'girls', '.')",59.0,ADP,"['with', 'just', 'the', 'also', 'for']",0.2135798153382773,1.0,ADV,"['even', 'just', 'also', 'the', 'for']"
